,Sentence,Sentiment
439,adp news feb 4 2009 finnish broadband data communication systems and solutions company teleste oyj hel tlt1v said today its profit decreased to eur 5 5 million usd 7 2 m for 2008 from eur 9 4 million for 200,-1
440,adp news feb 4 2009 finnish broadband data communication systems and solutions company teleste oyj hel tlt1v said today its profit decreased to eur 5 5 million usd 7 2 m for 2008 from eur 9 4 million for 200,0
441,adp news feb 6 2009 finnish fishing tackle company rapala vmc corp hel rap1v said today its profit rose to eur 19 2 million usd 24 6 m for 2008 from eur 17 5 million for 2007,1
442,adp news feb 9 2009 finnish computer services company proha oyj hel art1v said today its loss narrowed to eur 113 000 usd 146 000 for 2008 from eur 1 2 million for 2007,1
443,adp news finnish handling systems provider cargotec oyj hel cgcbv announced on friday it won orders worth eur 10 million usd 13 2 m to deliver linkspans to jordan morocco and ireland,1
444,adp news jan 22 2009 finnish mobile phones maker nokia oyj omx nok1v said today its operating profit decreased to eur 5 billion usd 6 5 bn for 2008 from eur 8 billion for 2007,-1
445,adp news jan 22 2009 finnish mobile phones maker nokia oyj omx nok1v said today its operating profit decreased to eur 5 billion usd 6 5 bn for 2008 from eur 8 billion for 2007,0
446,adp news jan 27 2009 finnish industrial machinery company vaahto group ltd oyj hel wat1s said today that its subsidiary vaahto ltd would cut 15 jobs in finland,-1
447,adp news nov 28 2008 finnish power supply solutions provider efore oyj omx efo1v announced today the launch of opus dc the latest power system in its opus product line,1
448,adp news nov 3 2008 finnish cargo handling systems and services company cargotec oyj omx cgcbv said today that it acquired 80 stakes in italian service companies cvs technoports srl and cvs service srl from italian handli,1
449,adp news nov 3 2008 finnish paper packaging and forest products company stora enso oyj omx sterv said today that it would invest eur 137 million usd 176 6 m in the building of a power plant at its ostroleka mi,0
450,adp news nov 5 2008 finnish electronic measurement products and solutions maker vaisala oyj omx vaias said today that its profit rose to eur 18 million usd 23 1 m for the first nine months of 2008 from eur 1,1
451,adp news oct 1 2008 finnish consulting and engineering company poyry oyj omx poy1v said today it was awarded a eur 5 2 million usd 7 4 m extension to their existing consultancy engineering contract with venezuel,1
452,adp news oct 29 2008 finnish lifting equipment maker konecranes oyj omx kcr1v said today that its profit rose to eur 116 6 million usd 149 1 m in the first nine months of 2008 from eur 73 6 million for the s,1
453,adp news oct 31 2008 finnish food company raisio oyj omx raivv said today that its profit jumped to eur 16 4 million usd 20 9 m for the first nine months of 2008 from eur 1 1 million for the same period of 2,1
454,adp news sep 30 2008 finnish security and privacy software solutions developer stonesoft oyj said today that it won a usd 1 9 million eur 1 3 m order to deliver its stonegate network security products to an unnamed russian te,1
455,adpnews dec 1 2009 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today that it will make redundant a total of 18 office and management staff members of its subsidiary iittala group ltd,-1
456,adpnews dec 1 2009 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today that it will make redundant a total of 18 office and management staff members of its subsidiary iittala group ltd,0
457,adpnews dec 30 2009 finnish investment group neomarkka oyj hel nembv said today that it will furlough employee in its unit reka cables ltd for less than 90 days starting in january 2010,0
458,adpnews feb 3 2010 finland based steel maker rautaruukki oyj hel rtrks or ruukki said today it slipped to a larger than expected pretax loss of eur 46 million usd 64 5 m in the fourth quarter of 2009 from a,-1
459,adpnews feb 3 2010 finland based steel maker rautaruukki oyj hel rtrks or ruukki said today it slipped to a larger than expected pretax loss of eur 46 million usd 64 5 m in the fourth quarter of 2009 from a,0
460,adpnews may 4 2010 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today its profit declined to eur 12 9 million usd 17m in the first quarter of 2010 from eur 17 million in the correspond,-1
461,adpnews may 4 2010 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today its profit declined to eur 12 9 million usd 17m in the first quarter of 2010 from eur 17 million in the correspond,0
462,adpnews nov 9 2009 four companies have agreed to buy for a combined sek 5 9 billion usd 854m eur 571 8 m all drug stores offered for sale as part of the restructuring of swedish stated owned pharmacy monopoly apoteket ab t,1
463,adpnews oct 21 2009 finland based it consultancy tieto oyj hel tie1v said today its profit plunged to eur 29 4 million usd 43 9 m for the first nine months of 2009 from eur 58 7 million for the same period o,-1
464,adpnews oct 21 2009 finland based it consultancy tieto oyj hel tie1v said today its profit plunged to eur 29 4 million usd 43 9 m for the first nine months of 2009 from eur 58 7 million for the same period o,0
465,filippova a trilateral agreement on investment in the construction of a technology park in st petersburg was to have been signed in the course of the forum days of the russian economy that opened in helsinki today,1
466,i h in a move to enhance growth,1
467,the acquisition sum has not been disclosed,0
468,lemiste city is the environment for a knowledge based economy providing work for 3 300 people with the total turnover of its companies amounting to eek 5 4 bn said lo p ærnits chairman of the supervisory board of lemiste city and mainor,0
469,£lemiste city is the environment for a knowledge based economy providing work for 3 300 people with the total turnover of its companies amounting to eek 5 4 bn said £lo p ñrnits chairman of the supervisory board of £lemiste city and mainor,0
470,among other finnish shares traded in the us stora enso closed 0 33 pct lower at 12 11 eur upm kymmene was up 0 28 pct at 18 10 eur and metso was down 0 13 pct at 31 06 eur,0
471,beijing xfn asia hong kong listed standard chartered bank said it has signed a china mobile phone dealer financing agreement with nokia making it the first foreign bank to offer financing to the country s small and medium enterprise lr,1
472,cash flow from operating activities before investments was eur 0 8 1 2 million,0
473,cash flow from operating activities before investments was eur 7 6 million eur 2 5 million,0
474,counter your competitor s strengths and target their weaknesses,0
475,demand for fireplace products was lower than expected especially in germany,-1
476,demand for fireplace products was lower than expected especially in germany,0
477,i am pleased that bjorn wahlroos has accepted the nomination,1
478,inge larsen cfo 29 045 shares representing 0 50 of the share capital,0
479,moody s said it gave p a1 long term senior unsecured and p p 1 short term debt ratings to finnish lender aktia bank s eur1bn usd1 4 bn euro medium term note emtn program of 25 march 2011,0
480,sales for the period are expected to fall well below that of last year and the result after non recurring items is expected to be in the red,-1
481,sales for the period are expected to fall well below that of last year and the result after non recurring items is expected to be in the red,0
482,operating profit rose by 26 9 to eur 105 8 83 4 million,1
483,profit before taxes was eur 105 9 82 7 million,0
484,provides summary of the medical equipment pipeline products that the company is developing,0
485,so the sales growth of cars considerably influence on the tires market,0
486,the group s sales during the period were eur 37 5 million eur 48 2 million 1 9 2008 and result before taxes was a loss of eur 3 5 1 2 million,-1
487,the group  s cumulative sales during the review period were eur 48 2 million eur 53 1 million 1 9 2007 and profit before taxes was eur 1 2 1 4 million,0
488,the group  s profit before taxes was eur 0 2 7 8 million,0
489,the group  s result before taxes was eur 1 9 3 0 million,-1
490,the group  s result before taxes was a loss of eur 0 6 0 6 million,0
491,the group  s sales during the period were eur 31 6 million eur 36 6 million 1 6 2007 and profit before taxes was eur 0 2 1 3 million,0
492,the group ¦ s cumulative sales during the review period were eur 48 2 million eur 53 1 million 1 9 2007 and profit before taxes was eur 1 2 1 4 million,0
493,the group ¦ s profit before taxes was eur 0 2 7 8 million,0
494,the group ¦ s result before taxes was a loss of eur 0 6 0 6 million,0
495,the group ¦ s sales during the period were eur 31 6 million eur 36 6 million 1 6 2007 and profit before taxes was eur 0 2 1 3 million,0
496,tikkurila inspires you to color your life,0
497,upm kymmene upgraded to in line from underperform by goldman sachs,1
