Sentence,Sentiment
adp news nov 5 2008 finnish electronic measurement products and solutions maker vaisala oyj omx vaias said today that its profit rose to eur 18 million usd 23 1 m for the first nine months of 2008 from eur 1,1
adp news oct 1 2008 finnish consulting and engineering company poyry oyj omx poy1v said today it was awarded a eur 5 2 million usd 7 4 m extension to their existing consultancy engineering contract with venezuel,1
adp news oct 29 2008 finnish lifting equipment maker konecranes oyj omx kcr1v said today that its profit rose to eur 116 6 million usd 149 1 m in the first nine months of 2008 from eur 73 6 million for the s,1
adp news oct 31 2008 finnish food company raisio oyj omx raivv said today that its profit jumped to eur 16 4 million usd 20 9 m for the first nine months of 2008 from eur 1 1 million for the same period of 2,1
adp news sep 30 2008 finnish security and privacy software solutions developer stonesoft oyj said today that it won a usd 1 9 million eur 1 3 m order to deliver its stonegate network security products to an unnamed russian te,1
adpnews dec 1 2009 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today that it will make redundant a total of 18 office and management staff members of its subsidiary iittala group ltd,-1
adpnews dec 1 2009 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today that it will make redundant a total of 18 office and management staff members of its subsidiary iittala group ltd,0
adpnews dec 30 2009 finnish investment group neomarkka oyj hel nembv said today that it will furlough employee in its unit reka cables ltd for less than 90 days starting in january 2010,0
adpnews feb 3 2010 finland based steel maker rautaruukki oyj hel rtrks or ruukki said today it slipped to a larger than expected pretax loss of eur 46 million usd 64 5 m in the fourth quarter of 2009 from a,-1
adpnews feb 3 2010 finland based steel maker rautaruukki oyj hel rtrks or ruukki said today it slipped to a larger than expected pretax loss of eur 46 million usd 64 5 m in the fourth quarter of 2009 from a,0
adpnews may 4 2010 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today its profit declined to eur 12 9 million usd 17m in the first quarter of 2010 from eur 17 million in the correspond,-1
adpnews may 4 2010 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today its profit declined to eur 12 9 million usd 17m in the first quarter of 2010 from eur 17 million in the correspond,0
adpnews nov 9 2009 four companies have agreed to buy for a combined sek 5 9 billion usd 854m eur 571 8 m all drug stores offered for sale as part of the restructuring of swedish stated owned pharmacy monopoly apoteket ab t,1
adpnews oct 21 2009 finland based it consultancy tieto oyj hel tie1v said today its profit plunged to eur 29 4 million usd 43 9 m for the first nine months of 2009 from eur 58 7 million for the same period o,-1
adpnews oct 21 2009 finland based it consultancy tieto oyj hel tie1v said today its profit plunged to eur 29 4 million usd 43 9 m for the first nine months of 2009 from eur 58 7 million for the same period o,0
filippova a trilateral agreement on investment in the construction of a technology park in st petersburg was to have been signed in the course of the forum days of the russian economy that opened in helsinki today,1
i h in a move to enhance growth,1
the acquisition sum has not been disclosed,0
lemiste city is the environment for a knowledge based economy providing work for 3 300 people with the total turnover of its companies amounting to eek 5 4 bn said lo p ærnits chairman of the supervisory board of lemiste city and mainor,0
£lemiste city is the environment for a knowledge based economy providing work for 3 300 people with the total turnover of its companies amounting to eek 5 4 bn said £lo p ñrnits chairman of the supervisory board of £lemiste city and mainor,0
among other finnish shares traded in the us stora enso closed 0 33 pct lower at 12 11 eur upm kymmene was up 0 28 pct at 18 10 eur and metso was down 0 13 pct at 31 06 eur,0
beijing xfn asia hong kong listed standard chartered bank said it has signed a china mobile phone dealer financing agreement with nokia making it the first foreign bank to offer financing to the country s small and medium enterprise lr,1
cash flow from operating activities before investments was eur 0 8 1 2 million,0
cash flow from operating activities before investments was eur 7 6 million eur 2 5 million,0
counter your competitor s strengths and target their weaknesses,0
demand for fireplace products was lower than expected especially in germany,-1
demand for fireplace products was lower than expected especially in germany,0
i am pleased that bjorn wahlroos has accepted the nomination,1
inge larsen cfo 29 045 shares representing 0 50 of the share capital,0
moody s said it gave p a1 long term senior unsecured and p p 1 short term debt ratings to finnish lender aktia bank s eur1bn usd1 4 bn euro medium term note emtn program of 25 march 2011,0
sales for the period are expected to fall well below that of last year and the result after non recurring items is expected to be in the red,-1
sales for the period are expected to fall well below that of last year and the result after non recurring items is expected to be in the red,0
operating profit rose by 26 9 to eur 105 8 83 4 million,1
profit before taxes was eur 105 9 82 7 million,0
provides summary of the medical equipment pipeline products that the company is developing,0
so the sales growth of cars considerably influence on the tires market,0
the group s sales during the period were eur 37 5 million eur 48 2 million 1 9 2008 and result before taxes was a loss of eur 3 5 1 2 million,-1
the group  s cumulative sales during the review period were eur 48 2 million eur 53 1 million 1 9 2007 and profit before taxes was eur 1 2 1 4 million,0
the group  s profit before taxes was eur 0 2 7 8 million,0
the group  s result before taxes was eur 1 9 3 0 million,-1
the group  s result before taxes was a loss of eur 0 6 0 6 million,0
the group  s sales during the period were eur 31 6 million eur 36 6 million 1 6 2007 and profit before taxes was eur 0 2 1 3 million,0
the group ¦ s cumulative sales during the review period were eur 48 2 million eur 53 1 million 1 9 2007 and profit before taxes was eur 1 2 1 4 million,0
the group ¦ s profit before taxes was eur 0 2 7 8 million,0
the group ¦ s result before taxes was a loss of eur 0 6 0 6 million,0
the group ¦ s sales during the period were eur 31 6 million eur 36 6 million 1 6 2007 and profit before taxes was eur 0 2 1 3 million,0
tikkurila inspires you to color your life,0
upm kymmene upgraded to in line from underperform by goldman sachs,1
christine idzelis eqt partners sheds salcomp swedish financial investor eqt partners is selling a majority of its stake in mobile phone charger manufacturer salcomp oyj to nordic investment company nordstjernan ab,0
munich 14 january 2008 bavaria industriekapital ag closed the acquisition of elcoteq communications technology gmbh in offenburg germany with the approval of the,0
barronsonline sees apple at 150 share in a year 36 from today on growing services business aapl https t 3bdnekn7l1,1
09 01 am aks dj ak steel revenue rises 36 on auto sector demand acquisition,1
1 april 2011 finnish machinery rental company ramirent oyj hel rmr1v said today it has acquired the assets of sector player stavebni doprava a mechanizace sdm in the czech republic for an undisclosed sum,0
1 block lamp harri koskinen s light was introduced in 1996 and has been a bestseller ever since,1
1 february 2011 finnish textile and clothing company marimekko oyj hel mmo1v said today its preliminary operating profit grew to eur8 2 m in 2010 from eur6 3 m in 2009,1
1 november 2010 finnish textile and clothing company marimekko oyj hel mmo1v announced on friday the opening of its first concept store in seoul in cooperation with japanese sector player look inc tyo 8029,1
1 p m central office of nordea bank 19 3 ya ulitsa yamskogo polya building 1 telephone 495 777 34 77 ext 3932 3931 03 02 2011 unimilk egm 03 04 02 2011 xvi international business summit food business russia 2011 will take place,0
1 3 lakh investors traded via mobiles on nse in q1,0
10 february 2011 finnish media company sanoma oyj hel saa1v said yesterday its 2010 profit almost tripled to eur297 3 m from eur107 1 m for 2009 and announced a proposal for a raised payout,1
10 takeaways from the second quarter results of infosys,0
10 year bond yield drops to 15 month low ahead of inflation data,1
10 12 upside can be possible in wockhardt avinnash gorakssakar,1
